parent_theme,child_theme,topic,geography_type,geography,metric,stratum,year,epiweek,start_date,metric_value
infectious_disease,respiratory,Influenza,UKHSA Region,North East,weekly_hospital_admission_rate_by_geography,default,2022,52,26/12/2022,23.06814957
infectious_disease,respiratory,Influenza,UKHSA Region,North West,weekly_hospital_admission_rate_by_geography,default,2022,52,26/12/2022,12.42850208
infectious_disease,respiratory,Influenza,UKHSA Region,South East,weekly_hospital_admission_rate_by_geography,default,2022,52,26/12/2022,12.31665897
infectious_disease,respiratory,Influenza,UKHSA Region,South West,weekly_hospital_admission_rate_by_geography,default,2022,52,26/12/2022,24.68764305
infectious_disease,respiratory,Influenza,UKHSA Region,West Midlands,weekly_hospital_admission_rate_by_geography,default,2022,52,26/12/2022,1.877290845
infectious_disease,respiratory,Influenza,UKHSA Region,Yorkshire and Humber,weekly_hospital_admission_rate_by_geography,default,2022,52,26/12/2022,16.48487091
infectious_disease,respiratory,Influenza,UKHSA Region,East Midlands,weekly_hospital_admission_rate_by_geography,default,2023,1,02/01/2023,12.06667137
infectious_disease,respiratory,Influenza,UKHSA Region,East of England,weekly_hospital_admission_rate_by_geography,default,2023,1,02/01/2023,3.801162004
infectious_disease,respiratory,Influenza,UKHSA Region,London,weekly_hospital_admission_rate_by_geography,default,2023,1,02/01/2023,6.039095402
infectious_disease,respiratory,Influenza,UKHSA Region,North East,weekly_hospital_admission_rate_by_geography,default,2023,1,02/01/2023,12.17883682
infectious_disease,respiratory,Influenza,UKHSA Region,North West,weekly_hospital_admission_rate_by_geography,default,2023,1,02/01/2023,6.055112362
infectious_disease,respiratory,Influenza,UKHSA Region,South East,weekly_hospital_admission_rate_by_geography,default,2023,1,02/01/2023,8.087729454
infectious_disease,respiratory,Influenza,UKHSA Region,South West,weekly_hospital_admission_rate_by_geography,default,2023,1,02/01/2023,9.218132973
infectious_disease,respiratory,Influenza,UKHSA Region,West Midlands,weekly_hospital_admission_rate_by_geography,default,2023,1,02/01/2023,0
infectious_disease,respiratory,Influenza,UKHSA Region,Yorkshire and Humber,weekly_hospital_admission_rate_by_geography,default,2023,1,02/01/2023,10.35775089
infectious_disease,respiratory,Influenza,UKHSA Region,East Midlands,weekly_hospital_admission_rate_by_geography,default,2023,2,09/01/2023,5.292399883
infectious_disease,respiratory,Influenza,UKHSA Region,East of England,weekly_hospital_admission_rate_by_geography,default,2023,2,09/01/2023,3.363016129
infectious_disease,respiratory,Influenza,UKHSA Region,London,weekly_hospital_admission_rate_by_geography,default,2023,2,09/01/2023,4.083340168
infectious_disease,respiratory,Influenza,UKHSA Region,North East,weekly_hospital_admission_rate_by_geography,default,2023,2,09/01/2023,3.582010746
infectious_disease,respiratory,Influenza,UKHSA Region,North West,weekly_hospital_admission_rate_by_geography,default,2023,2,09/01/2023,2.340310574
infectious_disease,respiratory,Influenza,UKHSA Region,South East,weekly_hospital_admission_rate_by_geography,default,2023,2,09/01/2023,3.186075449
infectious_disease,respiratory,Influenza,UKHSA Region,South West,weekly_hospital_admission_rate_by_geography,default,2023,2,09/01/2023,2.542933226
infectious_disease,respiratory,Influenza,UKHSA Region,West Midlands,weekly_hospital_admission_rate_by_geography,default,2023,2,09/01/2023,0
infectious_disease,respiratory,Influenza,UKHSA Region,Yorkshire and Humber,weekly_hospital_admission_rate_by_geography,default,2023,2,09/01/2023,3.063560009
infectious_disease,respiratory,Influenza,UKHSA Region,East Midlands,weekly_hospital_admission_rate_by_geography,default,2023,3,16/01/2023,1.799415946
infectious_disease,respiratory,Influenza,UKHSA Region,East of England,weekly_hospital_admission_rate_by_geography,default,2023,3,16/01/2023,2.536081791
infectious_disease,respiratory,Influenza,UKHSA Region,London,weekly_hospital_admission_rate_by_geography,default,2023,3,16/01/2023,2.096482515
infectious_disease,respiratory,Influenza,UKHSA Region,North East,weekly_hospital_admission_rate_by_geography,default,2023,3,16/01/2023,2.005926132
infectious_disease,respiratory,Influenza,UKHSA Region,North West,weekly_hospital_admission_rate_by_geography,default,2023,3,16/01/2023,1.060749531
infectious_disease,respiratory,Influenza,UKHSA Region,South East,weekly_hospital_admission_rate_by_geography,default,2023,3,16/01/2023,1.09105885
infectious_disease,respiratory,Influenza,UKHSA Region,South West,weekly_hospital_admission_rate_by_geography,default,2023,3,16/01/2023,1.059555531
infectious_disease,respiratory,Influenza,UKHSA Region,West Midlands,weekly_hospital_admission_rate_by_geography,default,2023,3,16/01/2023,0
infectious_disease,respiratory,Influenza,UKHSA Region,Yorkshire and Humber,weekly_hospital_admission_rate_by_geography,default,2023,3,16/01/2023,1.604722023
infectious_disease,respiratory,Influenza,UKHSA Region,East Midlands,weekly_hospital_admission_rate_by_geography,default,2023,4,23/01/2023,2.222807884
infectious_disease,respiratory,Influenza,UKHSA Region,East of England,weekly_hospital_admission_rate_by_geography,default,2023,4,23/01/2023,1.39075458
infectious_disease,respiratory,Influenza,UKHSA Region,London,weekly_hospital_admission_rate_by_geography,default,2023,4,23/01/2023,3.027518034
infectious_disease,respiratory,Influenza,UKHSA Region,North East,weekly_hospital_admission_rate_by_geography,default,2023,4,23/01/2023,1.057488561
infectious_disease,respiratory,Influenza,UKHSA Region,North West,weekly_hospital_admission_rate_by_geography,default,2023,4,23/01/2023,0.839760065
infectious_disease,respiratory,Influenza,UKHSA Region,South East,weekly_hospital_admission_rate_by_geography,default,2023,4,23/01/2023,1.225413561
infectious_disease,respiratory,Influenza,UKHSA Region,South West,weekly_hospital_admission_rate_by_geography,default,2023,4,23/01/2023,0.741688848
infectious_disease,respiratory,Influenza,UKHSA Region,West Midlands,weekly_hospital_admission_rate_by_geography,default,2023,4,23/01/2023,0
infectious_disease,respiratory,Influenza,UKHSA Region,Yorkshire and Humber,weekly_hospital_admission_rate_by_geography,default,2023,4,23/01/2023,1.750605822
infectious_disease,respiratory,Influenza,UKHSA Region,East Midlands,weekly_hospital_admission_rate_by_geography,default,2023,5,30/01/2023,1.481871963
infectious_disease,respiratory,Influenza,UKHSA Region,East of England,weekly_hospital_admission_rate_by_geography,default,2023,5,30/01/2023,1.39075458
infectious_disease,respiratory,Influenza,UKHSA Region,London,weekly_hospital_admission_rate_by_geography,default,2023,5,30/01/2023,2.595015526
infectious_disease,respiratory,Influenza,UKHSA Region,North East,weekly_hospital_admission_rate_by_geography,default,2023,5,30/01/2023,0.85968262
infectious_disease,respiratory,Influenza,UKHSA Region,North West,weekly_hospital_admission_rate_by_geography,default,2023,5,30/01/2023,0.3093853
infectious_disease,respiratory,Influenza,UKHSA Region,South East,weekly_hospital_admission_rate_by_geography,default,2023,5,30/01/2023,0.735248148
infectious_disease,respiratory,Influenza,UKHSA Region,South West,weekly_hospital_admission_rate_by_geography,default,2023,5,30/01/2023,0.317866653
infectious_disease,respiratory,Influenza,UKHSA Region,West Midlands,weekly_hospital_admission_rate_by_geography,default,2023,5,30/01/2023,0
infectious_disease,respiratory,Influenza,UKHSA Region,Yorkshire and Humber,weekly_hospital_admission_rate_by_geography,default,2023,5,30/01/2023,0.437651455
infectious_disease,respiratory,Influenza,UKHSA Region,East Midlands,weekly_hospital_admission_rate_by_geography,default,2023,6,06/02/2023,1.270175934
infectious_disease,respiratory,Influenza,UKHSA Region,East of England,weekly_hospital_admission_rate_by_geography,default,2023,6,06/02/2023,0.345560163
infectious_disease,respiratory,Influenza,UKHSA Region,London,weekly_hospital_admission_rate_by_geography,default,2023,6,06/02/2023,0.979876161
infectious_disease,respiratory,Influenza,UKHSA Region,North East,weekly_hospital_admission_rate_by_geography,default,2023,6,06/02/2023,1.002963066
infectious_disease,respiratory,Influenza,UKHSA Region,North West,weekly_hospital_admission_rate_by_geography,default,2023,6,06/02/2023,0.707166374
infectious_disease,respiratory,Influenza,UKHSA Region,South East,weekly_hospital_admission_rate_by_geography,default,2023,6,06/02/2023,0.202665657
infectious_disease,respiratory,Influenza,UKHSA Region,South West,weekly_hospital_admission_rate_by_geography,default,2023,6,06/02/2023,0.741688848
infectious_disease,respiratory,Influenza,UKHSA Region,West Midlands,weekly_hospital_admission_rate_by_geography,default,2023,6,06/02/2023,0
infectious_disease,respiratory,Influenza,UKHSA Region,Yorkshire and Humber,weekly_hospital_admission_rate_by_geography,default,2023,6,06/02/2023,0.145883814
infectious_disease,respiratory,Influenza,UKHSA Region,East Midlands,weekly_hospital_admission_rate_by_geography,default,2023,7,13/02/2023,2.540351868
infectious_disease,respiratory,Influenza,UKHSA Region,East of England,weekly_hospital_admission_rate_by_geography,default,2023,7,13/02/2023,0.207336098
infectious_disease,respiratory,Influenza,UKHSA Region,London,weekly_hospital_admission_rate_by_geography,default,2023,7,13/02/2023,4.901695728
infectious_disease,respiratory,Influenza,UKHSA Region,North East,weekly_hospital_admission_rate_by_geography,default,2023,7,13/02/2023,2.1492064
infectious_disease,respiratory,Influenza,UKHSA Region,North West,weekly_hospital_admission_rate_by_geography,default,2023,7,13/02/2023,0.795562148
infectious_disease,respiratory,Influenza,UKHSA Region,South East,weekly_hospital_admission_rate_by_geography,default,2023,7,13/02/2023,0.61270678
infectious_disease,respiratory,Influenza,UKHSA Region,South West,weekly_hospital_admission_rate_by_geography,default,2023,7,13/02/2023,0.423822194
infectious_disease,respiratory,Influenza,UKHSA Region,West Midlands,weekly_hospital_admission_rate_by_geography,default,2023,7,13/02/2023,0
infectious_disease,respiratory,Influenza,UKHSA Region,Yorkshire and Humber,weekly_hospital_admission_rate_by_geography,default,2023,7,13/02/2023,0
infectious_disease,respiratory,Influenza,UKHSA Region,East Midlands,weekly_hospital_admission_rate_by_geography,default,2023,8,20/02/2023,2.11695981
infectious_disease,respiratory,Influenza,UKHSA Region,East of England,weekly_hospital_admission_rate_by_geography,default,2023,8,20/02/2023,0.453636527
infectious_disease,respiratory,Influenza,UKHSA Region,London,weekly_hospital_admission_rate_by_geography,default,2023,8,20/02/2023,0.372371972
infectious_disease,respiratory,Influenza,UKHSA Region,North East,weekly_hospital_admission_rate_by_geography,default,2023,8,20/02/2023,1.002963066
infectious_disease,respiratory,Influenza,UKHSA Region,North West,weekly_hospital_admission_rate_by_geography,default,2023,8,20/02/2023,0.441978991
infectious_disease,respiratory,Influenza,UKHSA Region,South East,weekly_hospital_admission_rate_by_geography,default,2023,8,20/02/2023,0.490165442
infectious_disease,respiratory,Influenza,UKHSA Region,South West,weekly_hospital_admission_rate_by_geography,default,2023,8,20/02/2023,0.635733306
infectious_disease,respiratory,Influenza,UKHSA Region,West Midlands,weekly_hospital_admission_rate_by_geography,default,2023,8,20/02/2023,0
infectious_disease,respiratory,Influenza,UKHSA Region,Yorkshire and Humber,weekly_hospital_admission_rate_by_geography,default,2023,8,20/02/2023,0
infectious_disease,respiratory,Influenza,UKHSA Region,East Midlands,weekly_hospital_admission_rate_by_geography,default,2022,NA,NA,NA
infectious_disease,respiratory,Influenza,UKHSA Region,East of England,weekly_hospital_admission_rate_by_geography,default,2022,NA,NA,NA
infectious_disease,respiratory,Influenza,UKHSA Region,London,weekly_hospital_admission_rate_by_geography,default,2022,NA,NA,NA
infectious_disease,respiratory,Influenza,UKHSA Region,North East,weekly_hospital_admission_rate_by_geography,default,2022,NA,NA,NA
infectious_disease,respiratory,Influenza,UKHSA Region,North West,weekly_hospital_admission_rate_by_geography,default,2022,NA,NA,NA
infectious_disease,respiratory,Influenza,UKHSA Region,South East,weekly_hospital_admission_rate_by_geography,default,2022,NA,NA,NA
infectious_disease,respiratory,Influenza,UKHSA Region,South West,weekly_hospital_admission_rate_by_geography,default,2022,NA,NA,NA
infectious_disease,respiratory,Influenza,UKHSA Region,West Midlands,weekly_hospital_admission_rate_by_geography,default,2022,NA,NA,NA
infectious_disease,respiratory,Influenza,UKHSA Region,Yorkshire and Humber,weekly_hospital_admission_rate_by_geography,default,2022,NA,NA,NA
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,9,28/02/2022,0.258868843
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,9,28/02/2022,0.416042119
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,9,28/02/2022,0.222519904
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,9,28/02/2022,0.192574948
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,9,28/02/2022,0.222678959
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,9,28/02/2022,0.534078658
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,9,28/02/2022,0.917644441
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,9,28/02/2022,0
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,10,07/03/2022,1.536993384
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,10,07/03/2022,0.934537649
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,10,07/03/2022,0.556739748
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,10,07/03/2022,0.277691185
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,10,07/03/2022,0.481195301
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,10,07/03/2022,0.386584371
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,10,07/03/2022,1.502842903
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,10,07/03/2022,2.026490211
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,11,14/03/2022,1.590037942
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,11,14/03/2022,0.670115948
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,11,14/03/2022,0.435566038
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,11,14/03/2022,0.33243686
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,11,14/03/2022,0.309600145
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,11,14/03/2022,0.8364833
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,11,14/03/2022,1.59905076
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,11,14/03/2022,2.713725328
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,12,21/03/2022,2.728739977
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,12,21/03/2022,0.897632778
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,12,21/03/2022,0.718286932
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,12,21/03/2022,0.4539406
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,12,21/03/2022,1.055013657
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,12,21/03/2022,0.906632304
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,12,21/03/2022,2.496921778
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,12,21/03/2022,2.648174763
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,13,28/03/2022,3.346547842
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,13,28/03/2022,0.590847194
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,13,28/03/2022,0.55244869
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,13,28/03/2022,0.255488366
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,13,28/03/2022,0.813620925
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,13,28/03/2022,0.974472344
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,13,28/03/2022,1.2166394
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,13,28/03/2022,5.584283829
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,14,04/04/2022,3.234373569
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,14,04/04/2022,0.836587191
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,14,04/04/2022,0.679651737
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,14,04/04/2022,0.594997644
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,14,04/04/2022,1.039453506
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,14,04/04/2022,1.587342739
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,14,04/04/2022,2.561501026
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,14,04/04/2022,3.425091505
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,15,11/04/2022,1.550527811
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,15,11/04/2022,0.237983614
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,15,11/04/2022,0.424086511
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,15,11/04/2022,0.450603843
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,15,11/04/2022,0.671057343
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,15,11/04/2022,0.89916414
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,15,11/04/2022,1.537624121
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,15,11/04/2022,2.595784426
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,16,18/04/2022,1.965848327
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,16,18/04/2022,0.569965541
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,16,18/04/2022,0.400453657
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,16,18/04/2022,0.183159575
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,16,18/04/2022,0.638734102
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,16,18/04/2022,1.196808338
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,16,18/04/2022,1.31594336
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,16,18/04/2022,2.479350567
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,17,25/04/2022,0.878918886
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,17,25/04/2022,0.182120502
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,17,25/04/2022,0.194595262
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,17,25/04/2022,0.122746602
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,17,25/04/2022,0.283730596
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,17,25/04/2022,0.424995869
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,17,25/04/2022,1.162598014
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,17,25/04/2022,2.108777761
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,18,02/05/2022,1.884633541
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,18,02/05/2022,0.511801183
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,18,02/05/2022,0.366404891
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,18,02/05/2022,0.386916041
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,18,02/05/2022,0.223346904
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,18,02/05/2022,0.178548798
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,18,02/05/2022,0.765944302
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,18,02/05/2022,1.84704268
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,19,09/05/2022,1.10645175
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,19,09/05/2022,0.171545714
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,19,09/05/2022,0.360435694
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,19,09/05/2022,0.241656512
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,19,09/05/2022,0.069884911
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,19,09/05/2022,0.666204214
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,19,09/05/2022,0.712220252
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,19,09/05/2022,1.375861168
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,20,16/05/2022,0.608337283
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,20,16/05/2022,0.503106713
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,20,16/05/2022,0.190439239
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,20,16/05/2022,0.078780852
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,20,16/05/2022,0.179482296
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,20,16/05/2022,0.433695555
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,20,16/05/2022,0.937848747
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,20,16/05/2022,0.455166131
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,21,23/05/2022,0.291267097
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,21,23/05/2022,0.138105139
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,21,23/05/2022,0.182146043
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,21,23/05/2022,0.225276127
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,21,23/05/2022,0.085207254
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,21,23/05/2022,0.308476001
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,21,23/05/2022,0.711209714
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,21,23/05/2022,0.430477828
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,22,30/05/2022,0.828392565
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,22,30/05/2022,0.110550009
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,22,30/05/2022,0.183115944
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,22,30/05/2022,0.11577598
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,22,30/05/2022,0
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,22,30/05/2022,0
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,22,30/05/2022,0.410654008
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,22,30/05/2022,1.986005306
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,23,06/06/2022,0.269825786
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,23,06/06/2022,0.123890556
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,23,06/06/2022,0.117047444
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,23,06/06/2022,0.135653734
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,55-64 years,2022,23,06/06/2022,0.3126055
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,65-74 years,2022,23,06/06/2022,0
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,75-84 years,2022,23,06/06/2022,0.324173272
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,â‰¥85 years,2022,23,06/06/2022,0
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,0-4 years,2022,24,13/06/2022,0.395404339
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,5-14 years,2022,24,13/06/2022,0.123526715
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,15-44 years,2022,24,13/06/2022,0.162287906
infectious_disease,respiratory,Influenza,Nation,England,weekly_hospital_admission_rate_by_age,45-54 years,2022,24,13/06/2022,0
